store_nbr,family,date,sales
1,BREAD/BAKERY,2017-08-17,201.02979717302466
1,BREAD/BAKERY,2017-08-18,209.35137007754275
1,BREAD/BAKERY,2017-08-19,310.6803277667572
1,BREAD/BAKERY,2017-08-20,246.95699523165376
1,BREAD/BAKERY,2017-08-21,204.54498520681298
1,BREAD/BAKERY,2017-08-22,180.93809279771938
1,BREAD/BAKERY,2017-08-23,195.78838852805976
1,BREAD/BAKERY,2017-08-24,193.9590144364016
1,BREAD/BAKERY,2017-08-25,201.90670283289788
1,BREAD/BAKERY,2017-08-26,294.7978664434877
1,BREAD/BAKERY,2017-08-27,236.45142959147032
1,BREAD/BAKERY,2017-08-28,198.41229793145132
1,BREAD/BAKERY,2017-08-29,180.6317994985624
1,BREAD/BAKERY,2017-08-30,222.59383977256246
1,BREAD/BAKERY,2017-08-31,227.3205669942538
1,CELEBRATION,2017-08-16,199.98132080830555
1,CELEBRATION,2017-08-17,197.88651809062745
1,CELEBRATION,2017-08-18,208.3330871691971
1,CELEBRATION,2017-08-19,304.6148242397828
1,CELEBRATION,2017-08-20,230.06416631944688
1,CELEBRATION,2017-08-21,199.73940089024487
1,CELEBRATION,2017-08-22,181.7008545950412
1,CELEBRATION,2017-08-23,196.549130442487
1,CELEBRATION,2017-08-24,197.88709833693295
1,CELEBRATION,2017-08-25,206.4091298556151
1,CELEBRATION,2017-08-26,298.9774438713302
1,CELEBRATION,2017-08-27,226.50838238636055
1,CELEBRATION,2017-08-28,197.3455889311801
1,CELEBRATION,2017-08-29,177.86713866703107
1,CELEBRATION,2017-08-30,219.21153839910056
1,CELEBRATION,2017-08-31,222.1920134566797
1,CLEANING,2017-08-16,202.31349479793946
1,CLEANING,2017-08-17,197.78649535212563
1,CLEANING,2017-08-18,208.27803753838606
1,CLEANING,2017-08-19,308.8377326338548
1,CLEANING,2017-08-20,247.93136566136187
1,CLEANING,2017-08-21,207.44536716194278
1,CLEANING,2017-08-22,185.98984848506555
1,CLEANING,2017-08-23,200.63294879052074
1,CLEANING,2017-08-24,199.96073133934604
1,CLEANING,2017-08-25,207.71988885802114
1,CLEANING,2017-08-26,301.5871231811378
1,CLEANING,2017-08-27,244.96987819320708
1,CLEANING,2017-08-28,206.62247765865777
1,CLEANING,2017-08-29,185.86291727812474
1,CLEANING,2017-08-30,228.48631685153092
1,CLEANING,2017-08-31,231.80432567460045
1,DAIRY,2017-08-16,192.22370843757616
1,DAIRY,2017-08-17,191.30443260118315
1,DAIRY,2017-08-18,204.66434351582447
1,DAIRY,2017-08-19,295.0142479695169
1,DAIRY,2017-08-20,247.44020814387773
1,DAIRY,2017-08-21,197.1615128806562
1,DAIRY,2017-08-22,176.69260321991314
1,DAIRY,2017-08-23,189.48519923127472
1,DAIRY,2017-08-24,188.04938226955218
1,DAIRY,2017-08-25,199.05397754184216
1,DAIRY,2017-08-26,291.94479904457876
1,DAIRY,2017-08-27,242.40281904938436
1,DAIRY,2017-08-28,193.55331748747315
1,DAIRY,2017-08-29,172.17315360665523
1,DAIRY,2017-08-30,212.73854157987378
1,DAIRY,2017-08-31,216.45707055744163
1,DELI,2017-08-16,181.47649478137834
1,DELI,2017-08-17,184.31512113241715
1,DELI,2017-08-18,198.1796462642146
1,DELI,2017-08-19,294.3791723381126
1,DELI,2017-08-20,242.95582435837807
1,DELI,2017-08-21,188.95612115071543
1,DELI,2017-08-22,167.78258446090996
1,DELI,2017-08-23,179.8222207273302
1,DELI,2017-08-24,185.3115656608812
1,DELI,2017-08-25,196.42010340538042
1,DELI,2017-08-26,289.3467498383853
1,DELI,2017-08-27,242.15189611901192
1,DELI,2017-08-28,187.49879202133602
1,DELI,2017-08-29,175.55107769147793
1,DELI,2017-08-30,219.52647542638564
1,DELI,2017-08-31,231.7918998561753
1,EGGS,2017-08-16,191.883215267766
1,EGGS,2017-08-17,191.4248409110158
1,EGGS,2017-08-18,218.95992707143694
1,EGGS,2017-08-19,317.7834502562657
1,EGGS,2017-08-20,265.73515962295346
1,EGGS,2017-08-21,185.90990048163493
1,EGGS,2017-08-22,166.60093825592662
1,EGGS,2017-08-23,178.57150937601043
1,EGGS,2017-08-24,181.91623972456685
1,EGGS,2017-08-25,196.20650896926588
1,EGGS,2017-08-26,290.29867094085154
1,EGGS,2017-08-27,243.28825983801087
1,EGGS,2017-08-28,190.28518876355102
1,EGGS,2017-08-29,162.7773361221056
1,EGGS,2017-08-30,201.02286773915714
1,EGGS,2017-08-31,207.10910951073907
1,FROZEN FOODS,2017-08-16,146.0363653985797
1,FROZEN FOODS,2017-08-17,143.5997574234602
1,FROZEN FOODS,2017-08-18,156.41285664701599
1,FROZEN FOODS,2017-08-19,230.20087970363872
1,FROZEN FOODS,2017-08-20,177.47139136132904
1,FROZEN FOODS,2017-08-21,147.58855821500043
1,FROZEN FOODS,2017-08-22,133.5213645164414
1,FROZEN FOODS,2017-08-23,144.18726622137052
1,FROZEN FOODS,2017-08-24,138.44517208739995
1,FROZEN FOODS,2017-08-25,149.25635404978132
1,FROZEN FOODS,2017-08-26,212.81614254401092
1,FROZEN FOODS,2017-08-27,166.02847827063462
1,FROZEN FOODS,2017-08-28,139.2875221080707
1,FROZEN FOODS,2017-08-29,126.09698410752242
1,FROZEN FOODS,2017-08-30,155.71139858300043
1,FROZEN FOODS,2017-08-31,157.48935976081245
1,GROCERY I,2017-08-16,187.2453069064936
1,GROCERY I,2017-08-17,183.29792630269867
1,GROCERY I,2017-08-18,198.292391860693
1,GROCERY I,2017-08-19,288.0518983408945
1,GROCERY I,2017-08-20,222.69498935197154
1,GROCERY I,2017-08-21,186.43304510855822
1,GROCERY I,2017-08-22,172.25544474474637
1,GROCERY I,2017-08-23,182.69232288263473
1,GROCERY I,2017-08-24,180.09244379429168
1,GROCERY I,2017-08-25,197.3426190756917
1,GROCERY I,2017-08-26,288.62368835596493
1,GROCERY I,2017-08-27,222.2599090757512
1,GROCERY I,2017-08-28,183.00274734659797
1,GROCERY I,2017-08-29,166.61855565111108
1,GROCERY I,2017-08-30,201.8869710020697
1,GROCERY I,2017-08-31,205.08951102703014
1,GROCERY II,2017-08-16,129.02356041683538
1,GROCERY II,2017-08-17,130.48686683821376
1,GROCERY II,2017-08-18,140.60629687107178
1,GROCERY II,2017-08-19,200.6101024398303
1,GROCERY II,2017-08-20,159.64516649247642
1,GROCERY II,2017-08-21,131.80773205637055
1,GROCERY II,2017-08-22,117.91312504751113
1,GROCERY II,2017-08-23,129.07761928420814
1,GROCERY II,2017-08-24,130.7330042180275
1,GROCERY II,2017-08-25,138.48218218892552
1,GROCERY II,2017-08-26,197.8118514533575
1,GROCERY II,2017-08-27,158.35317251131545
1,GROCERY II,2017-08-28,131.38728030409797
1,GROCERY II,2017-08-29,121.80658866959519
1,GROCERY II,2017-08-30,157.74061148443772
1,GROCERY II,2017-08-31,164.22425826029
1,HARDWARE,2017-08-16,112.6437146508586
1,HARDWARE,2017-08-17,111.83884702015503
1,HARDWARE,2017-08-18,121.30128429246442
1,HARDWARE,2017-08-19,173.12255642309202
1,HARDWARE,2017-08-20,135.75806283341288
1,HARDWARE,2017-08-21,114.753669420524
1,HARDWARE,2017-08-22,100.00437119721455
1,HARDWARE,2017-08-23,110.26223732211825
1,HARDWARE,2017-08-24,111.7264800125957
1,HARDWARE,2017-08-25,119.22076314485881
1,HARDWARE,2017-08-26,169.3246027144525
1,HARDWARE,2017-08-27,135.17604643174738
1,HARDWARE,2017-08-28,116.45513611771028
1,HARDWARE,2017-08-29,106.62421613681052
1,HARDWARE,2017-08-30,133.71415403283277
1,HARDWARE,2017-08-31,140.05513495318638
1,HOME AND KITCHEN I,2017-08-16,150.9073405037843
1,HOME AND KITCHEN I,2017-08-17,152.46299929868673
1,HOME AND KITCHEN I,2017-08-18,163.2095326156356
1,HOME AND KITCHEN I,2017-08-19,238.2596181949995
1,HOME AND KITCHEN I,2017-08-20,183.51270000944172
1,HOME AND KITCHEN I,2017-08-21,150.87586027449498
1,HOME AND KITCHEN I,2017-08-22,136.68337674199873
1,HOME AND KITCHEN I,2017-08-23,151.60597121615442
1,HOME AND KITCHEN I,2017-08-24,153.47357093393344
1,HOME AND KITCHEN I,2017-08-25,162.31774262688361
1,HOME AND KITCHEN I,2017-08-26,230.45495059841562
1,HOME AND KITCHEN I,2017-08-27,183.82757743500713
1,HOME AND KITCHEN I,2017-08-28,153.28988235563733
1,HOME AND KITCHEN I,2017-08-29,134.14505192050677
1,HOME AND KITCHEN I,2017-08-30,168.5611480101773
1,HOME AND KITCHEN I,2017-08-31,175.08465158482815
1,HOME AND KITCHEN II,2017-08-16,147.09510177560387
1,HOME AND KITCHEN II,2017-08-17,145.8775307228531
1,HOME AND KITCHEN II,2017-08-18,157.21173005790806
1,HOME AND KITCHEN II,2017-08-19,228.26722091439498
1,HOME AND KITCHEN II,2017-08-20,183.53688325470088
1,HOME AND KITCHEN II,2017-08-21,154.82241296405468
1,HOME AND KITCHEN II,2017-08-22,134.07103632738412
1,HOME AND KITCHEN II,2017-08-23,143.1341078906859
1,HOME AND KITCHEN II,2017-08-24,141.76668309761143
1,HOME AND KITCHEN II,2017-08-25,151.8231125960908
1,HOME AND KITCHEN II,2017-08-26,226.9172533625533
1,HOME AND KITCHEN II,2017-08-27,185.32985300920623
1,HOME AND KITCHEN II,2017-08-28,156.6105126057236
1,HOME AND KITCHEN II,2017-08-29,139.21226047001085
1,HOME AND KITCHEN II,2017-08-30,165.301227931877
1,HOME AND KITCHEN II,2017-08-31,164.15532802569402
1,HOME APPLIANCES,2017-08-16,138.7550284167792
1,HOME APPLIANCES,2017-08-17,135.03000462137024
1,HOME APPLIANCES,2017-08-18,148.68329000973165
1,HOME APPLIANCES,2017-08-19,220.69598949481085
1,HOME APPLIANCES,2017-08-20,178.21495726288097
1,HOME APPLIANCES,2017-08-21,146.18256507256257
1,HOME APPLIANCES,2017-08-22,131.3473728518477
1,HOME APPLIANCES,2017-08-23,138.74785557496122
1,HOME APPLIANCES,2017-08-24,137.95267866424308
1,HOME APPLIANCES,2017-08-25,144.17992786295304
1,HOME APPLIANCES,2017-08-26,214.80437686334912
1,HOME APPLIANCES,2017-08-27,175.4282357333257
1,HOME APPLIANCES,2017-08-28,142.94915195743744
1,HOME APPLIANCES,2017-08-29,128.13723092245255
1,HOME APPLIANCES,2017-08-30,158.17857387828138
1,HOME APPLIANCES,2017-08-31,158.6447909085352
1,HOME CARE,2017-08-16,154.11140281022514
1,HOME CARE,2017-08-17,152.18394495513385
1,HOME CARE,2017-08-18,165.11375577387167
1,HOME CARE,2017-08-19,250.8685458727792
1,HOME CARE,2017-08-20,205.0253483343188
1,HOME CARE,2017-08-21,160.63572196700042
1,HOME CARE,2017-08-22,143.13350735640782
1,HOME CARE,2017-08-23,157.15967951028586
1,HOME CARE,2017-08-24,154.73437768917907
1,HOME CARE,2017-08-25,166.30099853853974
1,HOME CARE,2017-08-26,246.08556021552
1,HOME CARE,2017-08-27,203.69785594494286
1,HOME CARE,2017-08-28,161.13377750508056
1,HOME CARE,2017-08-29,143.86768138492116
1,HOME CARE,2017-08-30,173.70919661422406
1,HOME CARE,2017-08-31,173.55042267202964
1,LADIESWEAR,2017-08-16,144.0591943157525
1,LADIESWEAR,2017-08-17,143.11565859217083
1,LADIESWEAR,2017-08-18,155.930109054617
1,LADIESWEAR,2017-08-19,240.43702424275705
1,LADIESWEAR,2017-08-20,200.1134442230158
1,LADIESWEAR,2017-08-21,152.10426971870228
1,LADIESWEAR,2017-08-22,135.196769486498
1,LADIESWEAR,2017-08-23,143.92503112893257
1,LADIESWEAR,2017-08-24,142.21051315480955
1,LADIESWEAR,2017-08-25,153.77526126058848
1,LADIESWEAR,2017-08-26,237.62042437477353
1,LADIESWEAR,2017-08-27,200.5050849534891
1,LADIESWEAR,2017-08-28,155.6130600451686
1,LADIESWEAR,2017-08-29,138.56959273296704
1,LADIESWEAR,2017-08-30,172.7538265177784
1,LADIESWEAR,2017-08-31,173.4268914524567
1,LAWN AND GARDEN,2017-08-16,150.26835209218075
1,LAWN AND GARDEN,2017-08-17,150.71903404240572
1,LAWN AND GARDEN,2017-08-18,160.89263688998264
1,LAWN AND GARDEN,2017-08-19,235.910567854466
1,LAWN AND GARDEN,2017-08-20,185.1557474559975
1,LAWN AND GARDEN,2017-08-21,148.93870618786715
1,LAWN AND GARDEN,2017-08-22,133.24083935359425
1,LAWN AND GARDEN,2017-08-23,143.34973897624036
1,LAWN AND GARDEN,2017-08-24,145.56142741926863
1,LAWN AND GARDEN,2017-08-25,160.89004321817322
1,LAWN AND GARDEN,2017-08-26,232.67337012917
1,LAWN AND GARDEN,2017-08-27,183.77876588310335
1,LAWN AND GARDEN,2017-08-28,148.56129294816844
1,LAWN AND GARDEN,2017-08-29,134.22969127895655
1,LAWN AND GARDEN,2017-08-30,165.517569730992
1,LAWN AND GARDEN,2017-08-31,170.6198077269424
1,LINGERIE,2017-08-16,148.95194061558914
1,LINGERIE,2017-08-17,150.8106121241858
1,LINGERIE,2017-08-18,163.66452223090323
1,LINGERIE,2017-08-19,235.43298435304308
1,LINGERIE,2017-08-20,181.8592548568473
1,LINGERIE,2017-08-21,152.40890306589645
1,LINGERIE,2017-08-22,136.62954147947875
1,LINGERIE,2017-08-23,146.83205205601894
1,LINGERIE,2017-08-24,150.6024970584985
1,LINGERIE,2017-08-25,160.87503542106995
1,LINGERIE,2017-08-26,230.54131199096784
1,LINGERIE,2017-08-27,182.52057347260558
1,LINGERIE,2017-08-28,152.60747486768625
1,LINGERIE,2017-08-29,136.26200364021082
1,LINGERIE,2017-08-30,166.33050592957395
1,LINGERIE,2017-08-31,177.80628161076996
1,"LIQUOR,WINE,BEER",2017-08-16,175.1750924714217
1,"LIQUOR,WINE,BEER",2017-08-17,155.62096778208365
1,"LIQUOR,WINE,BEER",2017-08-18,183.7264726124179
1,"LIQUOR,WINE,BEER",2017-08-19,265.36972058395617
1,"LIQUOR,WINE,BEER",2017-08-20,170.1822744230877
1,"LIQUOR,WINE,BEER",2017-08-21,173.50759488368413
1,"LIQUOR,WINE,BEER",2017-08-22,160.17982254108844
1,"LIQUOR,WINE,BEER",2017-08-23,171.22668821427155
1,"LIQUOR,WINE,BEER",2017-08-24,160.085704548649
1,"LIQUOR,WINE,BEER",2017-08-25,187.40418086015933
1,"LIQUOR,WINE,BEER",2017-08-26,268.01418474171123
1,"LIQUOR,WINE,BEER",2017-08-27,174.30728691650594
1,"LIQUOR,WINE,BEER",2017-08-28,177.75111742696507
1,"LIQUOR,WINE,BEER",2017-08-29,156.5915754604556
1,"LIQUOR,WINE,BEER",2017-08-30,190.22362953262638
1,"LIQUOR,WINE,BEER",2017-08-31,181.74123533987577
1,MAGAZINES,2017-08-16,160.15796290345733
1,MAGAZINES,2017-08-17,159.60843934829384
1,MAGAZINES,2017-08-18,176.02796088451817
1,MAGAZINES,2017-08-19,253.93101386440972
1,MAGAZINES,2017-08-20,198.86742427054324
1,MAGAZINES,2017-08-21,165.4692098575879
1,MAGAZINES,2017-08-22,146.4142304665832
1,MAGAZINES,2017-08-23,157.6803631323317
1,MAGAZINES,2017-08-24,159.22864008610503
1,MAGAZINES,2017-08-25,173.03329001588875
1,MAGAZINES,2017-08-26,249.803880481595
1,MAGAZINES,2017-08-27,203.429750394644
1,MAGAZINES,2017-08-28,167.82072199285489
1,MAGAZINES,2017-08-29,147.16405850259258
1,MAGAZINES,2017-08-30,182.5904997552491
1,MAGAZINES,2017-08-31,186.72243320715674
1,MEATS,2017-08-16,162.06310725618744
1,MEATS,2017-08-17,163.76194736198863
1,MEATS,2017-08-18,176.66430553327004
1,MEATS,2017-08-19,253.85480624620305
1,MEATS,2017-08-20,201.60381008065102
1,MEATS,2017-08-21,173.02793880618498
1,MEATS,2017-08-22,153.5059424209738
1,MEATS,2017-08-23,162.96733316044782
1,MEATS,2017-08-24,165.16995713061903
1,MEATS,2017-08-25,175.6355687902692
1,MEATS,2017-08-26,252.17212268371804
1,MEATS,2017-08-27,199.07919388520693
1,MEATS,2017-08-28,169.90223160189055
1,MEATS,2017-08-29,150.88963634450013
1,MEATS,2017-08-30,183.4712569765414
1,MEATS,2017-08-31,189.03109433253928
1,PERSONAL CARE,2017-08-16,160.7102309300691
1,PERSONAL CARE,2017-08-17,160.11963191905855
1,PERSONAL CARE,2017-08-18,173.37142173350801
1,PERSONAL CARE,2017-08-19,257.7358638634139
1,PERSONAL CARE,2017-08-20,216.36789861247706
1,PERSONAL CARE,2017-08-21,166.73889524258905
1,PERSONAL CARE,2017-08-22,148.11808708912807
1,PERSONAL CARE,2017-08-23,156.79366716777255
1,PERSONAL CARE,2017-08-24,157.51126123863216
1,PERSONAL CARE,2017-08-25,174.66314009554108
1,PERSONAL CARE,2017-08-26,266.02918834475844
1,PERSONAL CARE,2017-08-27,225.84777811631903
1,PERSONAL CARE,2017-08-28,172.42560873864966
1,PERSONAL CARE,2017-08-29,152.46290788972772
1,PERSONAL CARE,2017-08-30,186.77498754794914
1,PERSONAL CARE,2017-08-31,187.71559464950315
1,PET SUPPLIES,2017-08-16,164.86613893383756
1,PET SUPPLIES,2017-08-17,157.0031230355314
1,PET SUPPLIES,2017-08-18,171.32596578106765
1,PET SUPPLIES,2017-08-19,261.496689128531
1,PET SUPPLIES,2017-08-20,218.35762749295006
1,PET SUPPLIES,2017-08-21,170.12448321433698
1,PET SUPPLIES,2017-08-22,150.68062584279346
1,PET SUPPLIES,2017-08-23,158.46326553795353
1,PET SUPPLIES,2017-08-24,158.3358222007961
1,PET SUPPLIES,2017-08-25,171.40701513503345
1,PET SUPPLIES,2017-08-26,253.81665786455176
1,PET SUPPLIES,2017-08-27,218.1380349877599
1,PET SUPPLIES,2017-08-28,168.72766238613102
1,PET SUPPLIES,2017-08-29,149.733383675123
1,PET SUPPLIES,2017-08-30,182.51056937394577
1,PET SUPPLIES,2017-08-31,184.21762507010976
1,PLAYERS AND ELECTRONICS,2017-08-16,162.41088461529944
1,PLAYERS AND ELECTRONICS,2017-08-17,160.27219132138146
1,PLAYERS AND ELECTRONICS,2017-08-18,177.46095294893965
1,PLAYERS AND ELECTRONICS,2017-08-19,263.73852587620803
1,PLAYERS AND ELECTRONICS,2017-08-20,218.08020262713566
1,PLAYERS AND ELECTRONICS,2017-08-21,170.45640045114888
1,PLAYERS AND ELECTRONICS,2017-08-22,150.46726541836634
1,PLAYERS AND ELECTRONICS,2017-08-23,158.91758885304398
1,PLAYERS AND ELECTRONICS,2017-08-24,156.43498750480134
1,PLAYERS AND ELECTRONICS,2017-08-25,171.4163261176816
1,PLAYERS AND ELECTRONICS,2017-08-26,253.25735715119737
1,PLAYERS AND ELECTRONICS,2017-08-27,216.20001248624655
1,PLAYERS AND ELECTRONICS,2017-08-28,166.5241845330015
1,PLAYERS AND ELECTRONICS,2017-08-29,147.44395897683762
1,PLAYERS AND ELECTRONICS,2017-08-30,179.4886526169135
1,PLAYERS AND ELECTRONICS,2017-08-31,181.1587206509598
1,POULTRY,2017-08-16,159.8161231892726
1,POULTRY,2017-08-17,159.24164416489995
1,POULTRY,2017-08-18,183.19376824560558
1,POULTRY,2017-08-19,270.77183406699334
1,POULTRY,2017-08-20,227.25585550771146
1,POULTRY,2017-08-21,171.14664882528655
1,POULTRY,2017-08-22,148.4436130186269
1,POULTRY,2017-08-23,158.37520219608263
1,POULTRY,2017-08-24,162.06319979276634
1,POULTRY,2017-08-25,172.3291362279322
1,POULTRY,2017-08-26,251.84388899336196
1,POULTRY,2017-08-27,213.23986412276514
1,POULTRY,2017-08-28,165.92117337181259
1,POULTRY,2017-08-29,147.46667397805584
1,POULTRY,2017-08-30,182.5026002477306
1,POULTRY,2017-08-31,185.61253256567056
1,PREPARED FOODS,2017-08-16,159.7528868252196
1,PREPARED FOODS,2017-08-17,156.12554620224302
1,PREPARED FOODS,2017-08-18,174.1348878206954
1,PREPARED FOODS,2017-08-19,253.14552720903444
1,PREPARED FOODS,2017-08-20,212.32057900697112
1,PREPARED FOODS,2017-08-21,163.74262153406352
1,PREPARED FOODS,2017-08-22,147.82546523907035
1,PREPARED FOODS,2017-08-23,157.23594529561856
1,PREPARED FOODS,2017-08-24,161.9875356521373
1,PREPARED FOODS,2017-08-25,178.32428599136412
1,PREPARED FOODS,2017-08-26,261.5457637059464
1,PREPARED FOODS,2017-08-27,222.0438097001889
1,PREPARED FOODS,2017-08-28,170.22738634015607
1,PREPARED FOODS,2017-08-29,154.15924493295577
1,PREPARED FOODS,2017-08-30,186.93879445447214
1,PREPARED FOODS,2017-08-31,181.33656007701487
1,PRODUCE,2017-08-16,74.63183955957743
1,PRODUCE,2017-08-17,75.98582128927677
1,PRODUCE,2017-08-18,87.75268443822397
1,PRODUCE,2017-08-19,139.37345587324094
1,PRODUCE,2017-08-20,115.10238477145185
1,PRODUCE,2017-08-21,71.2715197365051
1,PRODUCE,2017-08-22,65.05383773523528
1,PRODUCE,2017-08-23,70.22270055485275
1,PRODUCE,2017-08-24,75.29589022973849
1,PRODUCE,2017-08-25,89.46596381557015
1,PRODUCE,2017-08-26,137.7623994796803
1,PRODUCE,2017-08-27,116.29018258669245
1,PRODUCE,2017-08-28,71.86004520257049
1,PRODUCE,2017-08-29,66.97422563599572
1,PRODUCE,2017-08-30,88.48156052717472
1,PRODUCE,2017-08-31,91.20417190320559
1,SCHOOL AND OFFICE SUPPLIES,2017-08-16,55.23242274377239
1,SCHOOL AND OFFICE SUPPLIES,2017-08-17,49.916790938607136
1,SCHOOL AND OFFICE SUPPLIES,2017-08-18,51.3762722817068
1,SCHOOL AND OFFICE SUPPLIES,2017-08-19,89.16146838329846
1,SCHOOL AND OFFICE SUPPLIES,2017-08-20,82.65153473974456
1,SCHOOL AND OFFICE SUPPLIES,2017-08-21,50.56254799994411
1,SCHOOL AND OFFICE SUPPLIES,2017-08-22,49.216906978541736
1,SCHOOL AND OFFICE SUPPLIES,2017-08-23,53.28625078616338
1,SCHOOL AND OFFICE SUPPLIES,2017-08-24,50.18918624060722
1,SCHOOL AND OFFICE SUPPLIES,2017-08-25,55.475875502497836
1,SCHOOL AND OFFICE SUPPLIES,2017-08-26,89.52544465329565
1,SCHOOL AND OFFICE SUPPLIES,2017-08-27,85.14384389414434
1,SCHOOL AND OFFICE SUPPLIES,2017-08-28,56.376733033009
1,SCHOOL AND OFFICE SUPPLIES,2017-08-29,51.902386201425564
1,SCHOOL AND OFFICE SUPPLIES,2017-08-30,67.45285037900734
1,SCHOOL AND OFFICE SUPPLIES,2017-08-31,61.30757892650685
1,SEAFOOD,2017-08-16,70.31129810143798
1,SEAFOOD,2017-08-17,65.36925009962928
1,SEAFOOD,2017-08-18,72.15217697638792
1,SEAFOOD,2017-08-19,118.34322290302661
1,SEAFOOD,2017-08-20,105.26976415130233
1,SEAFOOD,2017-08-21,73.84471734419853
1,SEAFOOD,2017-08-22,68.02043262156906
1,SEAFOOD,2017-08-23,68.95893175595121
1,SEAFOOD,2017-08-24,68.20801245656621
1,SEAFOOD,2017-08-25,82.25794957348069
1,SEAFOOD,2017-08-26,163.22381252459158
1,SEAFOOD,2017-08-27,148.47502014799184
1,SEAFOOD,2017-08-28,104.14570433693785
1,SEAFOOD,2017-08-29,94.5405997295445
1,SEAFOOD,2017-08-30,87.52532711831199
1,SEAFOOD,2017-08-31,84.44147118015073
2,AUTOMOTIVE,2017-08-16,183.5460576876531
2,AUTOMOTIVE,2017-08-17,178.63974011128144
2,AUTOMOTIVE,2017-08-18,185.04984780600952
2,AUTOMOTIVE,2017-08-19,310.15568480685056
2,AUTOMOTIVE,2017-08-20,265.82022512256015
2,AUTOMOTIVE,2017-08-21,166.8535642236985
2,AUTOMOTIVE,2017-08-22,167.3113404265173
